Timestamp,User,ProjectNo,TestSetNo,TestName,PartNo,TrialStartTime,TrialType,TrialPhase,TrialNo,TrialVariant,Accuracy,TouchTime,ReactionTime,TrialTime,ButtonPressed,AnimationShowed,DotPressed,MovementCount
2026-02-16T22:51:54+00:00,admin,1,2,adt,1,1771282313914,ppt,,6,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF,DNF
