Timestamp,User,ProjectNo,TestSetNo,TestName,PartNo,TrialStartTime,TrialType,TrialPhase,TrialNo,TrialVariant,Accuracy,TouchTime,ReactionTime,TrialTime,ButtonPressed,AnimationShowed,DotPressed,MovementCount
2026-02-12T00:22:24+00:00,admin,1,2,adt,1,1770855732500,ppt,trial,1,,1,1765,1765,1765,top,,0,0
