Timestamp,User,ProjectNo,TestSetNo,TestName,PartNo,TrialStartTime,TrialType,TrialPhase,TrialNo,TrialVariant,Accuracy,TouchTime,ReactionTime,TrialTime,ButtonPressed,AnimationShowed,DotPressed,MovementCount
2026-02-12T00:22:24+00:00,admin,1,2,adt,1,1770855736536,ppt,trial,2,,1,1031,1031,1031,top,,0,0
