Timestamp,User,ProjectNo,TestSetNo,TestName,PartNo,TrialStartTime,TrialType,TrialPhase,TrialNo,TrialVariant,Accuracy,TouchTime,ReactionTime,TrialTime,ButtonPressed,AnimationShowed,DotPressed,MovementCount
2026-02-16T22:51:42+00:00,admin,1,2,adt,1,1771282247892,ppt,trial,1,,1,3815,3815,3815,top,,0,0
