Timestamp,User,ProjectNo,TestSetNo,TestName,PartNo,TrialStartTime,TrialType,TrialPhase,TrialNo,TrialVariant,Accuracy,TouchTime,ReactionTime,TrialTime,ButtonPressed,AnimationShowed,DotPressed,MovementCount
2026-02-16T22:51:42+00:00,admin,1,2,adt,1,1771282254621,ppt,trial,2,,1,25526,25526,25526,top,,0,0
